cx,cy,trees,placements,treeBases,landMin,landMax,relief,maxTreeExtent
-30,9,14,15,8,10696.0,13216.0,2520.0,1326.5
-30,10,15,15,9,12744.0,13632.0,888.0,915.9
-30,11,18,18,7,13088.0,14752.0,1664.0,915.9
-30,12,15,15,4,12136.0,15008.0,2872.0,915.9
-30,13,14,14,9,11872.0,14136.0,2264.0,915.9
-30,14,31,31,11,11376.0,14120.0,2744.0,915.9
-30,15,18,18,9,11224.0,13216.0,1992.0,915.9
-30,16,13,13,7,11248.0,13472.0,2224.0,915.9
-30,17,32,32,10,11464.0,13328.0,1864.0,1326.5
-30,18,28,28,10,10384.0,11976.0,1592.0,915.9
-30,19,15,15,7,9584.0,10848.0,1264.0,915.9
-30,20,18,18,11,9200.0,10208.0,1008.0,915.9
-30,21,12,12,9,8992.0,10256.0,1264.0,915.9
-30,22,9,9,6,8488.0,10184.0,1696.0,835.0
-30,23,31,31,12,8432.0,9024.0,592.0,915.9
-30,24,29,29,11,8568.0,9448.0,880.0,1101.2
-30,25,28,28,11,9000.0,9664.0,664.0,1007.8
-30,26,18,19,9,7920.0,9744.0,1824.0,1101.2
-30,27,36,36,12,8592.0,9848.0,1256.0,915.9
-30,28,16,16,9,8904.0,10136.0,1232.0,1101.2
-30,29,20,20,12,9352.0,10680.0,1328.0,1101.2
-30,30,15,15,8,9520.0,12096.0,2576.0,1007.8
-30,31,12,12,8,11232.0,14440.0,3208.0,781.0
-30,32,26,26,9,13608.0,14712.0,1104.0,915.9
-30,33,5,5,4,13184.0,14512.0,1328.0,915.9
-30,-46,5,5,5,11952.0,13032.0,1080.0,1101.2
-30,-45,7,7,4,11152.0,12928.0,1776.0,867.1
-30,-44,9,9,7,10480.0,11808.0,1328.0,915.9
-30,-43,15,15,7,9992.0,10888.0,896.0,1007.8
-30,-42,9,10,4,9656.0,10192.0,536.0,867.1
-30,-41,2,2,1,9296.0,9792.0,496.0,867.1
-30,-40,19,19,4,9208.0,10232.0,1024.0,867.1
-30,-39,17,17,5,9184.0,10256.0,1072.0,867.1
-30,-38,21,21,5,9272.0,10176.0,904.0,867.1
-30,-37,24,24,7,9616.0,11456.0,1840.0,867.1
-30,-36,28,29,5,10416.0,12776.0,2360.0,867.1
-30,-35,29,30,5,10680.0,12656.0,1976.0,867.1
-30,-34,40,42,5,11440.0,14216.0,2776.0,867.1
-30,-33,34,36,4,11448.0,14408.0,2960.0,867.1
-30,-32,11,14,2,12096.0,14528.0,2432.0,456.5
-30,-31,3,4,2,11928.0,14520.0,2592.0,456.5
-30,-30,7,9,2,11696.0,13344.0,1648.0,456.5
-30,-29,10,10,2,12048.0,12936.0,888.0,456.5
-30,-28,33,34,2,12416.0,13896.0,1480.0,456.5
-30,-27,15,18,2,12792.0,14432.0,1640.0,456.5
-30,-26,31,33,2,12104.0,14400.0,2296.0,456.5
-30,-25,40,44,2,11872.0,13776.0,1904.0,456.5
-30,-24,22,24,2,11768.0,13464.0,1696.0,456.5
-30,-23,37,39,2,11696.0,13672.0,1976.0,456.5
-30,-22,14,80,5,9728.0,13024.0,3296.0,867.1
-30,-21,33,39,9,10016.0,12080.0,2064.0,1007.8
-30,-20,35,37,16,10456.0,12536.0,2080.0,915.9
-30,-19,21,22,9,9720.0,11960.0,2240.0,867.1
-30,-18,25,26,8,9480.0,10560.0,1080.0,1326.5
-30,-17,26,28,6,9552.0,10720.0,1168.0,867.1
-30,-16,2,2,2,9520.0,10248.0,728.0,439.9
-30,-15,27,27,7,8424.0,10736.0,2312.0,1101.2
-30,-14,16,18,5,7824.0,10272.0,2448.0,1101.2
-30,-13,41,41,5,7568.0,8696.0,1128.0,1326.5
-30,-12,15,16,4,7512.0,8408.0,896.0,867.1
-30,-11,28,28,12,7616.0,9056.0,1440.0,915.9
-30,-10,7,7,4,7912.0,10240.0,2328.0,1326.5
-30,-9,17,17,11,9712.0,10336.0,624.0,915.9
-30,-8,3,3,3,9712.0,12384.0,2672.0,1326.5
-30,-7,27,27,10,11264.0,12744.0,1480.0,915.9
-30,-6,13,13,8,11312.0,13072.0,1760.0,1326.5
-30,-5,21,21,11,11592.0,13472.0,1880.0,915.9
-30,-4,13,13,6,11656.0,14448.0,2792.0,915.9
-30,-3,14,14,10,11632.0,14216.0,2584.0,915.9
-30,-1,21,21,11,8888.0,10720.0,1832.0,915.9
-29,0,13,13,6,8136.0,10056.0,1920.0,915.9
-29,1,10,10,7,7768.0,8520.0,752.0,915.9
-29,2,16,16,6,7040.0,8024.0,984.0,915.9
-29,3,16,16,9,6768.0,7736.0,968.0,1326.5
-29,4,19,19,8,6360.0,7000.0,640.0,915.9
-29,5,18,18,10,6368.0,7360.0,992.0,915.9
-29,6,5,6,1,6856.0,8312.0,1456.0,915.9
-29,7,20,20,10,8024.0,9960.0,1936.0,915.9
-29,8,17,17,9,9616.0,11992.0,2376.0,915.9
-29,9,23,23,13,11408.0,13096.0,1688.0,1007.8
-29,10,31,31,9,12536.0,13176.0,640.0,915.9
-29,11,13,13,5,12808.0,13392.0,584.0,915.9
-29,12,26,26,11,10872.0,13392.0,2520.0,915.9
-29,13,10,10,7,10128.0,12360.0,2232.0,915.9
-29,14,13,13,7,10016.0,12168.0,2152.0,1326.5
-29,15,14,14,6,9864.0,11480.0,1616.0,915.9
-29,16,27,27,11,10496.0,12160.0,1664.0,915.9
-29,17,30,30,10,10232.0,12168.0,1936.0,915.9
-29,18,15,15,9,10440.0,11992.0,1552.0,1326.5
-29,19,20,20,7,9488.0,10960.0,1472.0,915.9
-29,20,8,8,4,8880.0,9880.0,1000.0,1326.5
-29,22,7,8,6,7904.0,8992.0,1088.0,915.9
-29,23,34,34,11,7936.0,8568.0,632.0,915.9
-29,24,37,37,13,8360.0,9264.0,904.0,1007.8
-29,25,20,20,11,8976.0,9528.0,552.0,1007.8
-29,26,1,2,1,7872.0,9056.0,1184.0,1101.2
-29,27,3,3,2,8016.0,9096.0,1080.0,1101.2
-29,28,14,14,11,8744.0,9376.0,632.0,1101.2
-29,29,40,40,13,8768.0,9576.0,808.0,915.9
-29,30,11,11,8,8752.0,11264.0,2512.0,1101.2
-29,31,5,6,3,10096.0,13680.0,3584.0,835.0
-29,32,37,37,11,12824.0,14688.0,1864.0,915.9
-29,33,14,14,8,13704.0,15008.0,1304.0,915.9
-29,-46,1,1,1,11728.0,12600.0,872.0,581.9
-29,-45,5,5,3,11016.0,12240.0,1224.0,1101.2
-29,-44,13,13,8,10656.0,11520.0,864.0,915.9
-29,-43,8,8,6,10192.0,11712.0,1520.0,867.1
-29,-42,16,16,5,9656.0,11176.0,1520.0,867.1
-29,-41,13,13,5,9112.0,9848.0,736.0,867.1
-29,-40,5,7,3,8944.0,9312.0,368.0,867.1
-29,-39,17,17,5,8776.0,9304.0,528.0,867.1
-29,-38,25,25,5,8760.0,9640.0,880.0,867.1
-29,-37,35,36,5,8952.0,10424.0,1472.0,867.1
-29,-36,44,44,5,9392.0,10824.0,1432.0,867.1
-29,-35,32,35,5,10080.0,12024.0,1944.0,867.1
-29,-34,6,11,5,9392.0,12024.0,2632.0,867.1
-29,-33,20,21,4,9736.0,12368.0,2632.0,743.6
-29,-32,8,9,2,10560.0,12392.0,1832.0,456.5
-29,-31,9,9,2,10216.0,12216.0,2000.0,456.5
-29,-30,11,12,2,10568.0,12416.0,1848.0,456.5
-29,-29,24,27,2,10400.0,12672.0,2272.0,456.5
-29,-28,26,27,2,10712.0,12992.0,2280.0,456.5
-29,-27,14,15,2,11440.0,13376.0,1936.0,456.5
-29,-26,4,9,2,10096.0,13024.0,2928.0,456.5
-29,-25,16,17,2,10336.0,12336.0,2000.0,456.5
-29,-24,21,21,2,10768.0,12096.0,1328.0,456.5
-29,-23,21,24,3,11072.0,12648.0,1576.0,477.4
-29,-22,13,14,3,9504.0,12144.0,2640.0,743.6
-29,-21,4,6,3,9104.0,11040.0,1936.0,743.6
-29,-20,21,22,13,8928.0,10976.0,2048.0,1101.2
-29,-19,36,39,17,8800.0,10832.0,2032.0,1326.5
-29,-18,37,39,14,8608.0,9720.0,1112.0,1101.2
-29,-17,24,25,13,9064.0,10232.0,1168.0,1007.8
-29,-16,33,33,5,9840.0,10336.0,496.0,743.6
-29,-15,8,12,5,7688.0,10088.0,2400.0,743.6
-29,-14,23,24,3,7048.0,8424.0,1376.0,626.3
-29,-13,28,30,5,6656.0,7880.0,1224.0,1101.2
-29,-12,22,22,5,6976.0,8432.0,1456.0,1101.2
-29,-11,27,28,6,6992.0,9192.0,2200.0,1101.2
-29,-10,25,25,12,8176.0,10136.0,1960.0,1326.5
-29,-9,12,12,6,8824.0,10256.0,1432.0,915.9
-29,-8,26,26,10,8936.0,11456.0,2520.0,1326.5
-29,-7,20,20,8,9776.0,11496.0,1720.0,915.9
-29,-6,15,15,7,10832.0,11592.0,760.0,1326.5
-29,-5,26,26,9,10552.0,12048.0,1496.0,915.9
-29,-4,37,37,11,9456.0,11952.0,2496.0,1326.5
-29,-3,13,13,5,8888.0,11984.0,3096.0,915.9
-29,-1,14,14,9,9072.0,10712.0,1640.0,1326.5
-28,0,22,22,9,7256.0,9072.0,1816.0,1326.5
-28,1,34,34,9,6416.0,8520.0,2104.0,915.9
-28,2,9,9,5,6424.0,8072.0,1648.0,915.9
-28,3,20,20,11,6784.0,8016.0,1232.0,1007.8
-28,4,13,13,8,6072.0,7232.0,1160.0,1326.5
-28,5,12,12,6,6088.0,6952.0,864.0,1326.5
-28,6,15,15,6,6672.0,8768.0,2096.0,915.9
-28,7,11,11,8,8072.0,10232.0,2160.0,915.9
-28,8,11,11,8,9792.0,11664.0,1872.0,1326.5
-28,9,26,26,10,10648.0,12584.0,1936.0,915.9
-28,10,10,10,7,10800.0,12960.0,2160.0,915.9
-28,11,12,12,8,10944.0,13168.0,2224.0,1326.5
-28,12,17,18,7,9872.0,12984.0,3112.0,835.0
-28,13,13,13,11,8600.0,10968.0,2368.0,915.9
-28,14,20,20,9,9376.0,10968.0,1592.0,915.9
-28,15,15,15,9,8832.0,10496.0,1664.0,915.9
-28,16,26,26,12,9672.0,11200.0,1528.0,915.9
-28,17,21,21,5,9256.0,11136.0,1880.0,915.9
-28,18,14,14,5,9296.0,11040.0,1744.0,915.9
-28,19,16,16,8,9392.0,10576.0,1184.0,915.9
-28,20,15,15,6,8880.0,9776.0,896.0,915.9
-28,21,1,1,1,8312.0,9552.0,1240.0,781.0
-28,22,33,33,12,7832.0,8696.0,864.0,915.9
-28,23,40,40,12,7840.0,8848.0,1008.0,915.9
-28,24,50,50,13,8432.0,9096.0,664.0,915.9
-28,25,31,31,13,8512.0,9120.0,608.0,915.9
-28,26,26,26,13,7872.0,9000.0,1128.0,1007.8
-28,27,32,32,11,7872.0,8800.0,928.0,1101.2
-28,28,36,36,12,8336.0,8976.0,640.0,1101.2
-28,29,20,20,9,8360.0,8888.0,528.0,1101.2
-28,30,26,26,13,8352.0,10232.0,1880.0,1101.2
-28,31,1,1,1,9360.0,12760.0,3400.0,915.9
-28,32,15,15,9,11360.0,14744.0,3384.0,915.9
-28,33,12,12,8,13672.0,15032.0,1360.0,915.9
-28,-45,3,3,3,10784.0,11752.0,968.0,1007.8
-28,-44,7,7,5,11088.0,12344.0,1256.0,1101.2
-28,-43,3,3,2,11176.0,12320.0,1144.0,867.1
-28,-42,8,9,5,9848.0,12016.0,2168.0,835.0
-28,-41,4,5,4,8944.0,11088.0,2144.0,867.1
-28,-40,15,15,5,8648.0,9112.0,464.0,1101.2
-28,-39,7,8,5,8432.0,8944.0,512.0,867.1
-28,-38,24,25,5,8424.0,8952.0,528.0,867.1
-28,-37,20,20,5,8408.0,9608.0,1200.0,867.1
-28,-36,25,27,5,8448.0,10080.0,1632.0,867.1
-28,-35,14,15,4,8688.0,10624.0,1936.0,867.1
-28,-34,17,19,2,8592.0,10152.0,1560.0,456.5
-28,-33,7,10,3,8784.0,11320.0,2536.0,743.6
-28,-32,15,16,2,8544.0,11272.0,2728.0,456.5
-28,-31,8,8,2,9104.0,10696.0,1592.0,456.5
-28,-30,7,12,2,9520.0,10712.0,1192.0,456.5
-28,-29,5,8,2,9976.0,10712.0,736.0,456.5
-28,-28,5,6,2,10096.0,11512.0,1416.0,456.5
-28,-27,5,6,2,10096.0,11848.0,1752.0,456.5
-28,-26,2,2,2,9784.0,11440.0,1656.0,456.5
-28,-25,9,9,2,9912.0,10896.0,984.0,456.5
-28,-24,2,5,1,10104.0,11736.0,1632.0,456.5
-28,-23,17,18,2,9336.0,11848.0,2512.0,456.5
-28,-22,5,7,4,9344.0,11072.0,1728.0,743.6
-28,-21,35,35,5,7792.0,9768.0,1976.0,867.1
-28,-20,34,34,13,7744.0,9704.0,1960.0,915.9
-28,-19,31,35,14,7352.0,9904.0,2552.0,1007.8
-28,-18,34,34,14,7216.0,9080.0,1864.0,1007.8
-28,-17,37,42,14,7472.0,10016.0,2544.0,1007.8
-28,-16,36,40,17,8168.0,10120.0,1952.0,1101.2
-28,-15,25,26,14,7808.0,10024.0,2216.0,1101.2
-28,-14,29,33,12,6232.0,8272.0,2040.0,1326.5
-28,-13,16,16,6,5976.0,7176.0,1200.0,915.9
-28,-12,14,14,5,6048.0,7376.0,1328.0,1007.8
-28,-11,23,23,6,6224.0,8176.0,1952.0,1326.5
-28,-10,24,24,5,7256.0,8864.0,1608.0,1101.2
-28,-9,18,20,7,7984.0,9640.0,1656.0,1101.2
-28,-8,6,7,5,8200.0,10064.0,1864.0,1101.2
-28,-7,12,13,8,9248.0,10984.0,1736.0,1101.2
-28,-6,13,13,10,9632.0,11328.0,1696.0,915.9
-28,-5,17,19,10,9056.0,11040.0,1984.0,1101.2
-28,-4,16,19,8,8272.0,10936.0,2664.0,1326.5
-28,-3,7,8,4,7816.0,9560.0,1744.0,1326.5
-28,-1,16,16,8,8072.0,10008.0,1936.0,915.9
-27,0,22,23,9,7168.0,8280.0,1112.0,915.9
-27,1,22,23,10,6272.0,7760.0,1488.0,915.9
-27,2,25,25,11,6272.0,7584.0,1312.0,915.9
-27,3,14,15,12,6272.0,7648.0,1376.0,1326.5
-27,4,17,18,10,5784.0,6784.0,1000.0,915.9
-27,5,28,29,8,6040.0,7144.0,1104.0,915.9
-27,6,17,19,8,6896.0,8928.0,2032.0,915.9
-27,7,28,30,10,8392.0,10232.0,1840.0,915.9
-27,8,20,21,13,9392.0,11024.0,1632.0,1326.5
-27,9,20,24,10,10512.0,12064.0,1552.0,1101.2
-27,10,13,16,8,10208.0,11496.0,1288.0,915.9
-27,11,26,29,9,8848.0,11784.0,2936.0,915.9
-27,12,21,21,11,8648.0,11072.0,2424.0,1183.3
-27,13,12,13,7,7776.0,9872.0,2096.0,1326.5
-27,14,19,20,8,8216.0,9744.0,1528.0,915.9
-27,15,39,41,12,8248.0,9712.0,1464.0,915.9
-27,16,33,33,6,8800.0,10488.0,1688.0,915.9
-27,17,9,9,5,8512.0,10456.0,1944.0,915.9
-27,18,22,23,7,9160.0,10520.0,1360.0,915.9
-27,19,47,47,10,9384.0,10216.0,832.0,915.9
-27,20,33,33,13,9032.0,9984.0,952.0,1326.5
-27,21,18,22,6,8232.0,9544.0,1312.0,915.9
-27,22,29,30,11,7608.0,8656.0,1048.0,915.9
-27,23,40,40,11,7432.0,8808.0,1376.0,915.9
-27,24,23,23,12,7736.0,8992.0,1256.0,915.9
-27,25,54,55,11,8040.0,9080.0,1040.0,915.9
-27,26,37,39,10,7872.0,8864.0,992.0,915.9
-27,27,23,23,10,8224.0,9024.0,800.0,915.9
-27,28,15,15,8,8040.0,8664.0,624.0,1007.8
-27,29,39,39,12,7952.0,8848.0,896.0,1007.8
-27,30,36,36,12,7968.0,9472.0,1504.0,1101.2
-27,31,31,31,12,9200.0,11496.0,2296.0,915.9
-27,32,24,24,13,11184.0,13672.0,2488.0,1101.2
-27,33,22,22,11,12328.0,14376.0,2048.0,1007.8
-27,-44,6,6,4,11336.0,12760.0,1424.0,1101.2
-27,-41,4,4,4,9056.0,11208.0,2152.0,1007.8
-27,-39,7,8,2,8152.0,8680.0,528.0,456.5
-27,-38,7,7,4,7888.0,8560.0,672.0,867.1
-27,-37,15,17,4,7824.0,8720.0,896.0,867.1
-27,-36,9,9,2,7592.0,8912.0,1320.0,456.5
-27,-35,3,3,2,7880.0,8992.0,1112.0,456.5
-27,-34,7,9,2,7920.0,8872.0,952.0,456.5
-27,-33,8,20,2,8112.0,9144.0,1032.0,456.5
-27,-32,7,9,2,8112.0,9120.0,1008.0,456.5
-27,-25,5,6,2,8136.0,10208.0,2072.0,456.5
-27,-24,11,13,2,7792.0,11112.0,3320.0,456.5
-27,-23,7,8,2,7672.0,10104.0,2432.0,456.5
-27,-21,17,18,4,6712.0,9760.0,3048.0,867.1
-27,-20,38,43,16,6712.0,8696.0,1984.0,1007.8
-27,-19,41,43,16,6048.0,8544.0,2496.0,1101.2
-27,-18,25,26,11,5624.0,7472.0,1848.0,1101.2
-27,-17,23,25,12,6064.0,8304.0,2240.0,1101.2
-27,-16,35,38,19,7120.0,8920.0,1800.0,1101.2
-27,-15,41,45,18,6584.0,8864.0,2280.0,1326.5
-27,-14,41,41,15,5704.0,7808.0,2104.0,1007.8
-27,-13,23,23,12,5488.0,6232.0,744.0,1007.8
-27,-12,11,14,4,5496.0,6480.0,984.0,915.9
-27,-11,26,28,9,5504.0,7600.0,2096.0,1101.2
-27,-10,22,22,6,6264.0,8416.0,2152.0,1007.8
-27,-9,24,24,4,6528.0,8912.0,2384.0,1007.8
-27,-8,7,8,3,7480.0,9256.0,1776.0,626.3
-27,-7,32,33,9,7728.0,10120.0,2392.0,1326.5
-27,-6,25,25,7,8216.0,10128.0,1912.0,1326.5
-27,-5,34,34,7,7464.0,9760.0,2296.0,1101.2
-27,-4,22,23,5,7496.0,9288.0,1792.0,1326.5
-27,-3,29,29,8,7272.0,8384.0,1112.0,1326.5
-27,-2,30,30,12,7280.0,8952.0,1672.0,1326.5
-27,-1,21,22,7,7272.0,8952.0,1680.0,915.9
-26,0,36,37,12,7032.0,8184.0,1152.0,915.9
-26,1,30,32,13,6272.0,7728.0,1456.0,915.9
-26,2,30,33,12,6056.0,6984.0,928.0,915.9
-26,3,24,26,13,5704.0,6840.0,1136.0,1007.8
-26,4,28,28,11,5336.0,6368.0,1032.0,915.9
-26,5,23,23,12,5728.0,6944.0,1216.0,915.9
-26,6,16,19,10,6688.0,8456.0,1768.0,915.9
-26,7,23,26,10,8272.0,9792.0,1520.0,1326.5
-26,8,38,39,16,8800.0,10512.0,1712.0,1101.2
-26,9,36,39,14,9064.0,10976.0,1912.0,1007.8
-26,10,27,31,14,8520.0,10776.0,2256.0,1101.2
-26,11,19,21,10,7504.0,10216.0,2712.0,1183.3
-26,12,37,41,12,7216.0,9256.0,2040.0,1101.2
-26,13,12,13,10,6568.0,8648.0,2080.0,915.9
-26,14,31,33,12,6600.0,9200.0,2600.0,915.9
-26,15,27,28,11,7760.0,9112.0,1352.0,915.9
-26,16,28,31,7,8536.0,9536.0,1000.0,915.9
-26,17,17,22,10,8480.0,10088.0,1608.0,915.9
-26,18,13,17,8,9208.0,10168.0,960.0,1007.8
-26,19,32,35,13,9320.0,10336.0,1016.0,1007.8
-26,20,39,39,13,9088.0,10288.0,1200.0,915.9
-26,21,33,34,11,8072.0,9320.0,1248.0,915.9
-26,22,38,40,9,7512.0,8464.0,952.0,915.9
-26,23,41,41,13,7448.0,7896.0,448.0,915.9
-26,24,43,44,15,7632.0,8288.0,656.0,915.9
-26,25,38,40,12,7640.0,8672.0,1032.0,915.9
-26,26,38,41,10,7720.0,8528.0,808.0,915.9
-26,27,30,30,10,8088.0,9048.0,960.0,915.9
-26,28,22,22,10,8064.0,8608.0,544.0,915.9
-26,29,29,29,15,7672.0,8344.0,672.0,1101.2
-26,30,38,38,11,7624.0,9464.0,1840.0,915.9
-26,31,11,12,7,7672.0,11080.0,3408.0,915.9
-26,34,2,2,1,10816.0,13816.0,3000.0,712.9
-26,35,8,8,2,10008.0,13312.0,3304.0,835.0
-26,-45,4,4,4,11280.0,13016.0,1736.0,1101.2
-26,-44,2,2,2,11848.0,12768.0,920.0,1007.8
-26,-42,3,3,2,9928.0,11848.0,1920.0,1007.8
-26,-39,20,20,5,8072.0,8824.0,752.0,867.1
-26,-38,9,9,5,7760.0,8288.0,528.0,867.1
-26,-37,18,18,5,7320.0,8000.0,680.0,867.1
-26,-33,5,5,2,7768.0,8560.0,792.0,456.5
-26,-32,1,1,1,7656.0,8816.0,1160.0,456.5
-26,-24,4,6,2,6488.0,9264.0,2776.0,456.5
-26,-23,10,12,2,6552.0,7952.0,1400.0,456.5
-26,-21,17,21,5,6400.0,7728.0,1328.0,743.6
-26,-20,15,16,3,5600.0,7504.0,1904.0,867.1
-26,-19,22,22,9,4768.0,7472.0,2704.0,915.9
-26,-18,14,15,5,4768.0,6064.0,1296.0,867.1
-26,-17,15,16,9,5672.0,7208.0,1536.0,1007.8
-26,-16,31,32,16,6072.0,7296.0,1224.0,1007.8
-26,-15,40,41,11,5936.0,7144.0,1208.0,1007.8
-26,-14,40,41,14,5552.0,6592.0,1040.0,1326.5
-26,-13,13,129,8,5408.0,5720.0,312.0,1101.2
-26,-12,5,42,3,5328.0,5640.0,312.0,1101.2
-26,-11,39,39,13,5360.0,6264.0,904.0,1326.5
-26,-10,35,35,8,5488.0,7272.0,1784.0,1326.5
-26,-9,31,33,10,5968.0,7648.0,1680.0,1007.8
-26,-8,37,39,8,6904.0,8208.0,1304.0,1326.5
-26,-7,37,40,8,6440.0,8584.0,2144.0,1101.2
-26,-6,46,47,7,7016.0,8640.0,1624.0,1101.2
-26,-5,36,36,4,7168.0,8216.0,1048.0,626.3
-26,-4,25,25,7,6832.0,7968.0,1136.0,915.9
-26,-3,26,27,4,6784.0,8056.0,1272.0,1007.8
-26,-2,25,26,3,7040.0,8672.0,1632.0,626.3
-26,-1,28,30,11,7792.0,8800.0,1008.0,1326.5
-25,0,28,31,11,6952.0,8264.0,1312.0,835.0
-25,1,16,16,11,6536.0,7248.0,712.0,835.0
-25,2,19,21,7,5944.0,6816.0,872.0,636.3
-25,3,12,18,8,5408.0,6592.0,1184.0,636.3
-25,4,23,23,9,5064.0,6000.0,936.0,915.9
-25,5,30,31,14,5872.0,7048.0,1176.0,1007.8
-25,6,13,15,9,6536.0,8592.0,2056.0,915.9
-25,7,15,17,6,7936.0,9288.0,1352.0,915.9
-25,8,26,28,14,7896.0,9528.0,1632.0,1101.2
-25,9,31,36,13,8032.0,9736.0,1704.0,915.9
-25,10,22,25,13,7824.0,9528.0,1704.0,1101.2
-25,11,45,47,11,6264.0,8520.0,2256.0,1007.8
-25,12,23,27,11,5624.0,7504.0,1880.0,1007.8
-25,13,17,19,13,5664.0,7392.0,1728.0,1183.3
-25,14,51,54,15,6208.0,7760.0,1552.0,1326.5
-25,15,44,47,16,7288.0,8568.0,1280.0,1101.2
-25,16,42,50,17,8040.0,8920.0,880.0,1101.2
-25,17,31,41,14,8712.0,9704.0,992.0,915.9
-25,18,92,93,18,9040.0,9704.0,664.0,1326.5
-25,19,36,38,16,9048.0,9920.0,872.0,1183.3
-25,20,36,38,10,9096.0,9848.0,752.0,915.9
-25,21,51,65,13,8072.0,9440.0,1368.0,1101.2
-25,22,36,37,13,7568.0,8344.0,776.0,915.9
-25,23,40,41,13,7352.0,7808.0,456.0,915.9
-25,24,40,40,12,7496.0,8216.0,720.0,915.9
-25,25,43,45,11,7656.0,8248.0,592.0,915.9
-25,26,51,53,11,7960.0,8584.0,624.0,915.9
-25,27,29,29,12,8080.0,8832.0,752.0,915.9
-25,28,33,33,11,7864.0,8856.0,992.0,915.9
-25,29,24,24,10,7464.0,8344.0,880.0,915.9
-25,30,22,22,10,7304.0,7720.0,416.0,915.9
-25,31,19,19,11,7192.0,8312.0,1120.0,915.9
-25,32,5,5,3,6992.0,9080.0,2088.0,1101.2
-25,33,2,3,2,7256.0,10816.0,3560.0,1101.2
-25,34,3,3,2,8704.0,11248.0,2544.0,835.0
-25,35,2,2,2,9192.0,11152.0,1960.0,835.0
-25,36,4,4,2,8168.0,10024.0,1856.0,835.0
-25,-45,3,3,2,12080.0,13824.0,1744.0,1101.2
-25,-44,3,3,2,11992.0,13600.0,1608.0,1101.2
-25,-43,2,3,2,10320.0,12640.0,2320.0,581.9
-25,-42,6,6,5,9904.0,11056.0,1152.0,915.9
-25,-41,2,2,2,9544.0,10792.0,1248.0,1007.8
-25,-39,22,22,5,8256.0,9224.0,968.0,867.1
-25,-38,21,23,4,7280.0,8784.0,1504.0,867.1
-25,-33,1,1,1,7432.0,7840.0,408.0,456.5
-25,-32,4,4,2,7536.0,8176.0,640.0,456.5
-25,-20,2,3,2,5088.0,6560.0,1472.0,867.1
-25,-19,11,12,4,4712.0,5600.0,888.0,867.1
-25,-18,9,11,4,4648.0,5808.0,1160.0,743.6
-25,-17,10,11,5,4824.0,6080.0,1256.0,867.1
-25,-16,12,12,6,4800.0,6968.0,2168.0,867.1
-25,-15,14,15,6,5328.0,6904.0,1576.0,867.1
-25,-14,40,41,7,4584.0,5936.0,1352.0,1101.2
-25,-13,27,30,6,4304.0,5680.0,1376.0,1101.2
-25,-12,33,33,6,4360.0,5408.0,1048.0,1326.5
-25,-11,20,20,6,4472.0,5832.0,1360.0,1101.2
-25,-10,34,34,6,4200.0,6088.0,1888.0,1101.2
-25,-9,27,29,7,4216.0,7248.0,3032.0,1007.8
-25,-8,38,46,8,5016.0,7440.0,2424.0,1326.5
-25,-7,42,43,7,5112.0,7016.0,1904.0,1101.2
-25,-6,25,26,6,5840.0,7408.0,1568.0,1326.5
-25,-5,47,48,6,6104.0,7440.0,1336.0,1101.2
-25,-4,20,36,6,6424.0,7496.0,1072.0,1326.5
-25,-3,32,34,6,6832.0,8400.0,1568.0,1326.5
-25,-2,29,31,5,7472.0,8648.0,1176.0,1326.5
-25,-1,39,44,11,7960.0,8824.0,864.0,1326.5
-24,0,26,28,12,6464.0,7960.0,1496.0,1007.8
-24,1,21,21,9,6032.0,6984.0,952.0,781.0
-24,2,17,18,7,5912.0,6672.0,760.0,781.0
-24,3,21,22,11,5784.0,6592.0,808.0,915.9
-24,4,14,15,9,5104.0,5984.0,880.0,915.9
-24,5,25,27,13,5664.0,6600.0,936.0,915.9
-24,6,23,26,10,6112.0,7960.0,1848.0,915.9
-24,7,25,26,8,6792.0,8512.0,1720.0,915.9
-24,8,32,36,10,7272.0,8928.0,1656.0,1326.5
-24,9,35,37,14,7296.0,8768.0,1472.0,1007.8
-24,10,23,24,6,6440.0,8464.0,2024.0,1183.3
-24,11,31,40,11,5392.0,7872.0,2480.0,915.9
-24,12,24,24,12,5256.0,6264.0,1008.0,1326.5
-24,13,21,22,8,5568.0,6776.0,1208.0,1007.8
-24,14,30,31,11,6360.0,7520.0,1160.0,1101.2
-24,15,70,71,17,7400.0,8408.0,1008.0,1326.5
-24,16,65,66,19,7944.0,8816.0,872.0,1101.2
-24,17,47,48,17,7992.0,9064.0,1072.0,1326.5
-24,18,71,74,16,8056.0,9528.0,1472.0,1101.2
-24,19,27,27,14,8784.0,9632.0,848.0,1007.8
-24,20,54,55,7,9080.0,9672.0,592.0,1007.8
-24,21,62,62,12,8080.0,9440.0,1360.0,915.9
-24,22,37,39,13,7472.0,8568.0,1096.0,915.9
-24,23,39,39,15,7440.0,7824.0,384.0,915.9
-24,24,45,46,12,7416.0,8032.0,616.0,915.9
-24,25,39,39,13,7656.0,8144.0,488.0,915.9
-24,26,51,53,12,7888.0,9352.0,1464.0,915.9
-24,27,41,44,12,8296.0,10888.0,2592.0,915.9
-24,28,36,36,11,7864.0,10880.0,3016.0,915.9
-24,29,5,5,5,7416.0,10144.0,2728.0,781.0
