# ref base type part cellX cellY x y z rx ry rz scale tris bminx bminy bminz bmaxx bmaxy bmaxz model
0x00171D6F 0x000C018A STAT -1 5 -11 24330.123 -43394.852 408.795 0.000000 0.000000 0.650801 1.0000 12 24285.277 -43575.402 408.795 24533.797 -43171.793 664.795 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00171D6D 0x000301F2 STAT -1 5 -11 24509.504 -43370.563 1208.795 0.000000 0.000000 2.221597 1.0000 2 24330.121 -43549.945 1208.795 24688.887 -43191.180 1208.795 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x00171D60 0x000DF45A FURN -1 5 -11 24447.623 -42091.770 667.293 0.000000 0.000000 2.973185 1.0000 2284 24360.027 -42117.742 667.293 24530.051 -42035.195 730.168 Furniture\ParkBench01.nif
0x00171D5F 0x00129AB7 STAT -1 5 -11 24452.025 -41990.250 666.514 0.000000 0.000000 4.553181 1.0000 50 24315.498 -42073.734 666.512 24588.553 -41906.766 682.514 Landscape\RetainingWall\Residential\RWPlanterStr01.nif
0x00171D5D 0x0005BA45 MSTT -1 5 -11 24489.285 -41805.355 665.961 0.000000 0.000000 0.000000 1.0000 190 24471.457 -41823.230 665.968 24507.066 -41787.637 737.398 SetDressing\SidewalkClutter\BollardDest.nif
0x00171D5B 0x0005BA45 MSTT -1 5 -11 24555.033 -42235.859 661.121 0.000000 0.000000 0.000000 1.0000 190 24537.205 -42253.734 661.128 24572.814 -42218.141 732.559 SetDressing\SidewalkClutter\BollardDest.nif
0x00171D59 0x0005BA45 MSTT -1 5 -11 24228.775 -42168.652 662.183 0.000000 0.000000 0.000000 1.0000 190 24210.947 -42186.527 662.190 24246.557 -42150.934 733.621 SetDressing\SidewalkClutter\BollardDest.nif
0x00171D57 0x0010950E STAT -1 5 -11 24432.270 -42025.691 668.312 -0.009872 -0.001599 6.122583 1.0000 926 24154.160 -42483.324 645.276 24847.129 -41717.246 678.437 Landscape\Sidewalks\SWIsland01.nif
0x00171CA2 0x001159C9 STAT -1 5 -11 24379.918 -41219.379 682.462 0.000000 0.000000 6.273182 1.0000 93 24251.924 -41228.660 682.462 24508.912 -41218.090 938.462 Architecture\Buildings\DecoKit\DecoMainC1x1WinA01Full01.nif
0x00171C9B 0x00087261 STAT -1 5 -11 24384.084 -41092.680 938.462 0.000000 0.000000 6.273182 1.0000 750 24257.371 -41221.953 906.462 24513.357 -40963.406 938.462 Architecture\Buildings\Shell\BldgShellFloorWoodCornerDam02.nif
0x00171C83 0x000872B1 STAT -1 5 -11 24512.078 -41091.398 682.462 0.000000 0.000000 1.560793 1.0000 322 24502.799 -41091.477 681.869 24520.078 -40963.324 922.462 Architecture\Buildings\Shell\BldgShellWallIntTrimHalf02.nif
0x00171C77 0x000872B2 STAT -1 5 -11 24506.631 -41090.105 682.462 0.000000 0.000000 1.560793 1.0000 331 24498.631 -41218.180 682.462 24515.910 -41089.691 922.462 Architecture\Buildings\Shell\BldgShellWallIntTrimHalf02L.nif
0x00092233 0x0003E200 STAT -1 5 -11 24119.855 -43567.457 485.777 -0.039792 0.030283 0.650199 1.0000 494 23951.373 -43789.285 481.090 24368.154 -43416.199 681.364 Landscape\RetainingWall\Residential\RWResStairs02.nif
0x00129005 0x0013385F STAT -1 5 -11 21141.256 -41227.402 706.014 -0.081603 -0.460053 4.711143 0.8600 732 20995.061 -41640.348 648.511 21344.848 -40899.965 1010.566 Landscape\Plants\HedgeRow04.nif
0x00129000 0x0013385F STAT -1 5 -11 22512.225 -44504.680 452.422 -0.006236 -0.259723 0.590401 0.7800 732 22219.961 -44723.977 380.324 22822.795 -44243.418 685.777 Landscape\Plants\HedgeRow04.nif
0x00128FFD 0x00133865 STAT -1 5 -11 22214.473 -43951.805 588.691 0.000000 0.000000 5.010660 0.7800 6380 21906.422 -44288.016 542.720 22507.395 -43646.043 719.439 Landscape\Plants\ShrubGroupLarge04.nif
0x00128FF5 0x000393CD STAT 1 5 -11 20477.725 -44327.590 557.274 -0.027412 0.023321 4.889319 1.0296 1083 20300.027 -44463.121 543.833 20540.703 -44260.988 1444.175 Landscape\Trees\TreeBlasted02.nif
0x00128FF5 0x0004A076 STAT 2 5 -11 20677.131 -44324.637 596.705 -0.027412 0.023321 4.889319 0.6344 167 20551.732 -44556.285 584.959 20887.074 -44298.531 1526.261 Landscape\Trees\TreeMapleForest4.nif
0x00128FF5 0x000531AE STAT 3 5 -11 20648.799 -44301.027 580.940 -0.027412 0.023321 4.889319 0.7696 219 20630.168 -44437.539 573.200 20794.992 -44233.859 1560.513 Landscape\Trees\TreeMapleblasted04.nif
0x00128FF5 0x000531B3 STAT 4 5 -11 20631.100 -44333.754 538.147 -0.027412 0.023321 4.889319 1.0088 263 20563.318 -44564.082 533.493 20683.080 -44295.078 1259.321 Landscape\Trees\TreeMapleblasted05.nif
0x00128FF4 0x0004D93B STAT 1 5 -11 20802.447 -44928.898 571.434 -0.007656 -0.032876 4.374512 0.7700 1074 20638.984 -45189.227 573.966 21018.789 -44869.938 1463.491 Landscape\Trees\TreeMapleblasted01.nif
0x00128FF4 0x000531BC STAT 2 5 -11 20830.854 -44697.828 538.410 -0.007656 -0.032876 4.374512 0.7700 300 20756.895 -44729.555 576.717 20851.135 -44649.938 931.691 Landscape\Trees\TreeMapleblasted06.nif
0x00128FF4 0x0003E0D1 STAT 3 5 -11 20876.574 -44791.973 616.218 -0.007656 -0.032876 4.374512 0.7000 227 20810.738 -44833.531 605.227 20961.900 -44529.820 1691.944 Landscape\Trees\TreeMapleForest7.nif
0x00128FF4 0x000531B3 STAT 4 5 -11 20911.887 -44804.738 563.254 -0.007656 -0.032876 4.374512 0.7400 263 20888.654 -44827.047 558.497 21017.256 -44633.031 1076.417 Landscape\Trees\TreeMapleblasted05.nif
0x000922E8 0x0001C35E STAT -1 5 -11 21604.916 -44615.359 509.448 0.000000 0.000000 0.043389 1.0000 1013 21392.980 -45134.348 269.448 21796.736 -44607.004 1109.448 Architecture\Buildings\SmallTown\Bld02FrontSidingACom04.nif
0x00092289 0x0003E1FF STAT -1 5 -11 24081.416 -43860.219 480.281 0.000000 0.000000 0.560800 0.9000 332 23992.613 -44083.938 480.281 24365.363 -43745.230 668.944 Landscape\RetainingWall\Residential\RWResStrShort01Grass.nif
0x00092288 0x0003E1FF STAT -1 5 -11 24084.326 -44458.648 480.001 0.000000 0.000000 4.753985 0.9000 332 23935.561 -44495.922 480.001 24235.449 -44189.508 668.663 Landscape\RetainingWall\Residential\RWResStrShort01Grass.nif
0x00092286 0x0002FFDF STAT -1 5 -11 23664.000 -41568.000 681.691 0.000000 0.000000 4.712389 1.0000 32 23600.000 -41632.000 663.707 23767.563 -41502.625 681.691 Landscape\Sidewalks\SWCurb1x1Str02.nif
0x00092282 0x00030F3F STAT -1 5 -11 23621.178 -41184.000 681.691 0.000000 0.000000 4.712389 1.0000 151 23557.178 -41504.000 663.535 23724.740 -40862.500 682.751 Landscape\Sidewalks\SWCurb5x1Str01.nif
0x00092276 0x0004A076 STAT 1 5 -11 23487.486 -44944.500 397.723 0.000000 0.000000 0.186197 0.4968 167 23471.322 -44963.336 386.050 23654.291 -44638.176 1094.376 Landscape\Trees\TreeMapleForest4.nif
0x00092276 0x000531AE STAT 2 5 -11 23470.959 -45006.270 365.541 0.000000 0.000000 0.186197 0.6408 219 23454.645 -45288.609 357.543 23589.836 -44988.879 1150.902 Landscape\Trees\TreeMapleblasted04.nif
0x00092276 0x0004A075 STAT 3 5 -11 23514.012 -44913.879 296.003 0.000000 0.000000 0.186197 0.5544 179 23306.840 -44943.219 285.211 23540.410 -44604.824 1273.952 Landscape\Trees\TreeMapleForest3.nif
0x00092276 0x000503B6 STAT 4 5 -11 23478.889 -45060.309 435.572 0.000000 0.000000 0.186197 0.5472 1103 23468.260 -45186.254 422.343 23680.420 -44951.688 1029.798 Landscape\Trees\TreeMapleblasted02.nif
0x00092276 0x000521BB STAT 5 5 -11 23428.916 -44903.902 445.064 0.000000 0.000000 0.186197 0.3816 320 23437.254 -44926.879 445.733 23457.912 -44882.043 556.924 Landscape\Trees\TreeMapleblasted03.nif
0x00092276 0x0003B2E0 STAT 6 5 -11 23465.414 -44957.344 500.505 0.000000 0.000000 0.186197 0.7200 93 23437.047 -44982.176 488.169 23490.023 -44935.613 529.875 Landscape\Rocks\RockS01.nif
0x00092276 0x0003B2E0 STAT 7 5 -11 23418.285 -44982.805 500.336 0.000000 0.000000 0.186197 0.5400 93 23398.879 -45000.168 489.896 23434.195 -44958.305 521.631 Landscape\Rocks\RockS01.nif
0x00092276 0x0004A073 STAT 8 5 -11 23461.658 -45026.684 252.874 0.000000 0.000000 0.186197 0.5112 300 23237.795 -45215.906 250.451 23596.719 -44855.004 988.307 Landscape\Trees\TreeMapleForest1.nif
0x0009226C 0x0003E094 STAT -1 5 -11 24428.029 -44472.953 480.001 0.000000 0.000000 4.753985 0.9000 638 24169.172 -44515.184 479.636 24692.783 -44191.895 670.688 Landscape\RetainingWall\Residential\RWResStr01Grass.nif
0x0009226A 0x0003E095 STAT -1 5 -11 23783.572 -44334.445 480.281 0.000000 0.000000 0.560800 0.9000 766 23736.344 -44484.531 479.382 24152.465 -44114.707 668.607 Landscape\RetainingWall\Residential\RWResCor01Grass.nif
0x00092250 0x0001C356 STAT -1 5 -11 23880.877 -44648.922 487.435 0.000000 0.000000 0.061657 1.0000 1013 23660.666 -45168.035 247.435 24072.514 -44637.063 1087.435 Architecture\Buildings\SmallTown\Bld02FrontSidingACom04.nif
0x00092221 0x0001981F STAT -1 5 -11 24572.684 -43921.438 656.281 0.000000 0.000000 2.221598 1.0000 1059 24024.828 -44137.832 416.281 24737.482 -43438.660 1560.281 Architecture\Buildings\SmallTown\Bld03FrontSidingACom01.nif
0x000780A5 0x00000032 STAT -1 5 -11 22628.590 -41585.711 697.128 0.000000 0.000000 3.183188 1.0000 18 22598.150 -41646.129 697.128 22659.029 -41556.035 830.128 MarkerCOCHeading.nif
0x0016CA19 0x000A6C0D STAT -1 5 -11 23572.590 -41105.711 687.619 0.000000 0.000000 4.712391 1.0000 114 23492.590 -41233.711 687.619 23592.590 -40977.711 943.619 Architecture\Buildings\DecoKit\DecoMainA1x1DoorDouble01.nif
0x0016CA60 0x000301F2 STAT -1 5 -11 23444.592 -41361.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 23316.592 -41489.711 1231.619 23572.592 -41233.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA61 0x0003468B STAT -1 5 -11 22292.590 -41489.711 975.619 0.000000 0.000000 0.000001 1.0000 58 22244.590 -41537.711 1199.619 22548.590 -41233.711 1232.619 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Cor02.nif
0x0016CA62 0x000301F2 STAT -1 5 -11 23444.592 -41105.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 23316.592 -41233.711 1231.619 23572.592 -40977.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA69 0x000301F2 STAT -1 5 -11 23188.592 -41105.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 23060.592 -41233.711 1231.619 23316.592 -40977.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA6A 0x000301F2 STAT -1 5 -11 23188.592 -41361.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 23060.592 -41489.711 1231.619 23316.592 -41233.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA6E 0x000301F2 STAT -1 5 -11 22676.592 -41105.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 22548.592 -41233.711 1231.619 22804.592 -40977.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA6F 0x000301F2 STAT -1 5 -11 22676.592 -41361.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 22548.592 -41489.711 1231.619 22804.592 -41233.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA73 0x000301F2 STAT -1 5 -11 22932.592 -41105.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 22804.592 -41233.711 1231.619 23060.592 -40977.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA74 0x000301F2 STAT -1 5 -11 22932.592 -41361.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 22804.592 -41489.711 1231.619 23060.592 -41233.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA78 0x000301F2 STAT -1 5 -11 22420.592 -41361.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 22292.592 -41489.711 1231.619 22548.592 -41233.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA79 0x000301F2 STAT -1 5 -11 22420.592 -41105.711 1231.619 0.000000 0.000000 4.712391 1.0000 2 22292.592 -41233.711 1231.619 22548.592 -40977.711 1231.619 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CA7E 0x00034697 STAT -1 5 -11 22676.590 -41489.711 975.619 0.000000 0.000000 0.000001 1.0000 38 22548.590 -41537.711 1199.619 22804.590 -41489.711 1232.619 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CA7F 0x00034697 STAT -1 5 -11 22932.592 -41489.711 975.619 0.000000 0.000000 0.000001 1.0000 38 22804.592 -41537.711 1199.619 23060.592 -41489.711 1232.619 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CA80 0x00034697 STAT -1 5 -11 23188.592 -41489.711 975.619 0.000000 0.000000 0.000001 1.0000 38 23060.592 -41537.711 1199.619 23316.592 -41489.711 1232.619 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CA81 0x0003468B STAT -1 5 -11 23572.592 -41489.711 975.619 0.000000 0.000000 4.712391 1.0000 58 23316.592 -41537.711 1199.619 23620.592 -41233.711 1232.619 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Cor02.nif
0x0016CA97 0x000FCE4D STAT -1 5 -11 21581.469 -43447.066 929.573 0.000000 0.000000 3.124578 1.0000 12 21453.215 -43449.242 929.573 21709.451 -43428.891 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CA9A 0x000FCE4D STAT -1 5 -11 21837.434 -43442.711 929.573 0.000000 0.000000 3.124578 1.0000 12 21709.180 -43444.887 929.573 21965.416 -43424.535 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CA9B 0x000FCE4D STAT -1 5 -11 22093.398 -43438.352 929.573 0.000000 0.000000 3.124578 1.0000 12 21965.145 -43440.527 929.573 22221.381 -43420.176 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CA9E 0x000FCE4D STAT -1 5 -11 22349.357 -43433.992 929.573 0.000000 0.000000 3.124578 1.0000 12 22221.104 -43436.168 929.573 22477.340 -43415.816 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CA9F 0x000FCE4D STAT -1 5 -11 22605.318 -43429.633 929.573 0.000000 0.000000 3.124578 1.0000 12 22477.064 -43431.809 929.573 22733.301 -43411.457 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CAA1 0x0018481D STAT -1 5 -11 22861.283 -43425.281 929.573 0.000000 0.000000 3.124578 1.0000 12 22733.029 -43427.457 929.573 22989.266 -43407.105 1057.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x0016CAA3 0x0018481D STAT -1 5 -11 22865.646 -43681.254 929.573 0.000000 0.000000 6.266172 1.0000 12 22737.664 -43699.430 929.573 22993.900 -43679.078 1057.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x0016CAA6 0x000FCE4D STAT -1 5 -11 22609.680 -43685.609 929.573 0.000000 0.000000 6.266172 1.0000 12 22481.697 -43703.785 929.573 22737.934 -43683.434 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CAA7 0x000FCE4D STAT -1 5 -11 22353.719 -43689.961 929.573 0.000000 0.000000 6.266172 1.0000 12 22225.736 -43708.137 929.573 22481.973 -43687.785 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CAAA 0x000FCE4D STAT -1 5 -11 22097.760 -43694.320 929.573 0.000000 0.000000 6.266172 1.0000 12 21969.777 -43712.496 929.573 22226.014 -43692.145 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CAAB 0x000FCE4D STAT -1 5 -11 21841.791 -43698.664 929.573 0.000000 0.000000 6.266172 1.0000 12 21713.809 -43716.840 929.573 21970.045 -43696.488 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CAAD 0x000FCE4D STAT -1 5 -11 21585.826 -43703.031 929.573 0.000000 0.000000 6.266172 1.0000 12 21457.844 -43721.207 929.573 21714.080 -43700.855 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x0016CAAF 0x000301F2 STAT -1 5 -11 23119.230 -43549.109 1089.573 0.000000 0.000000 4.695376 1.0000 2 22989.072 -43679.270 1089.573 23249.389 -43418.949 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CAB0 0x0003468B STAT -1 5 -11 23249.389 -43674.918 833.573 0.000000 0.000000 4.695376 1.0000 58 22993.426 -43727.266 1057.573 23298.199 -43418.137 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Cor02.nif
0x0016CAB1 0x000A129F STAT -1 5 -11 22603.139 -43301.664 1089.573 0.000000 0.000000 4.695376 1.0000 4 22472.980 -43431.824 1057.573 22733.297 -43171.504 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CAB2 0x000301F2 STAT -1 5 -11 22607.496 -43557.625 1089.573 0.000000 0.000000 4.695376 1.0000 2 22477.338 -43687.785 1089.573 22737.654 -43427.465 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CAB3 0x00034697 STAT -1 5 -11 22609.678 -43685.602 833.573 0.000000 0.000000 6.266171 1.0000 38 22481.695 -43735.773 1057.573 22738.477 -43683.422 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAB4 0x00034697 STAT -1 5 -11 22353.721 -43689.953 833.573 0.000000 0.000000 6.266171 1.0000 38 22225.738 -43740.125 1057.573 22482.520 -43687.773 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAB5 0x000301F2 STAT -1 5 -11 22351.543 -43561.980 1089.573 0.000000 0.000000 4.695376 1.0000 2 22221.385 -43692.141 1089.573 22481.701 -43431.820 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CAB6 0x000A129F STAT -1 5 -11 22347.186 -43306.020 1089.573 0.000000 0.000000 4.695376 1.0000 4 22217.027 -43436.180 1057.573 22477.344 -43175.859 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CAB7 0x00034697 STAT -1 5 -11 22097.762 -43694.313 833.573 0.000000 0.000000 6.266171 1.0000 38 21969.779 -43744.484 1057.573 22226.561 -43692.133 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAB8 0x000301F2 STAT -1 5 -11 22095.578 -43566.328 1089.573 0.000000 0.000000 4.695376 1.0000 2 21965.420 -43696.488 1089.573 22225.736 -43436.168 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CAB9 0x000A129F STAT -1 5 -11 22091.215 -43310.359 1089.573 0.000000 0.000000 4.695376 1.0000 4 21961.057 -43440.520 1057.573 22221.373 -43180.199 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CABA 0x00034697 STAT -1 5 -11 21841.795 -43698.660 833.573 0.000000 0.000000 6.266171 1.0000 38 21713.813 -43748.832 1057.573 21970.594 -43696.480 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CABB 0x000301F2 STAT -1 5 -11 21839.615 -43570.684 1089.573 0.000000 0.000000 4.695376 1.0000 2 21709.457 -43700.844 1089.573 21969.773 -43440.523 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CABC 0x000A129F STAT -1 5 -11 21835.248 -43314.734 1089.573 0.000000 0.000000 4.695376 1.0000 4 21705.090 -43444.895 1057.573 21965.406 -43184.574 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CABD 0x000301F2 STAT -1 5 -11 20815.764 -43588.105 1089.573 0.000000 0.000000 1.553782 1.0000 2 20685.605 -43718.266 1089.573 20945.922 -43457.945 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CABE 0x0003468B STAT -1 5 -11 20689.953 -43718.262 833.573 0.000000 0.000000 6.266170 1.0000 58 20637.604 -43767.070 1057.573 20946.732 -43462.297 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Cor02.nif
0x0016CABF 0x000A129F STAT -1 5 -11 20811.396 -43332.152 1089.573 0.000000 0.000000 1.553782 1.0000 4 20681.238 -43462.313 1057.573 20941.555 -43201.992 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CAC0 0x00034697 STAT -1 5 -11 20683.418 -43334.324 833.573 0.000000 0.000000 1.553782 1.0000 38 20633.248 -43463.121 1057.573 20685.596 -43206.344 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAC3 0x00035E47 STAT -1 5 -11 22463.900 -42184.059 945.573 0.000000 0.000000 3.124578 1.0000 2 22335.646 -42170.238 945.573 22591.609 -42165.883 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CAC4 0x00035E47 STAT -1 5 -11 22463.900 -42184.059 945.573 0.000000 0.000000 6.266172 1.0000 2 22336.191 -42202.234 945.573 22592.154 -42197.879 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CAC6 0x00034697 STAT -1 5 -11 23242.846 -43290.977 833.573 0.000000 0.000000 4.695374 1.0000 38 23240.668 -43418.957 1057.573 23293.018 -43162.180 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAC7 0x000A129F STAT -1 5 -11 23114.867 -43293.148 1089.573 0.000000 0.000000 4.695374 1.0000 4 22984.707 -43423.309 1057.573 23245.027 -43162.988 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CAC9 0x00034697 STAT -1 5 -11 23238.490 -43035.004 833.573 0.000000 0.000000 4.695374 1.0000 38 23236.313 -43162.984 1057.573 23288.662 -42906.207 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CACB 0x000A129F STAT -1 5 -11 22342.820 -43050.059 1089.573 0.000000 0.000000 4.695376 1.0000 4 22212.662 -43180.219 1057.573 22472.979 -42919.898 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CACF 0x00034697 STAT -1 5 -11 20679.061 -43078.363 833.573 0.000000 0.000000 1.553782 1.0000 38 20628.891 -43207.160 1057.573 20681.238 -42950.383 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAD1 0x00034697 STAT -1 5 -11 23234.135 -42779.047 833.573 0.000000 0.000000 4.695374 1.0000 38 23231.957 -42907.027 1057.573 23284.307 -42650.250 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAD3 0x000A129F STAT -1 5 -11 22338.467 -42794.086 1089.573 0.000000 0.000000 4.695376 1.0000 4 22208.309 -42924.246 1057.573 22468.625 -42663.926 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CAD7 0x00034697 STAT -1 5 -11 20674.707 -42822.406 833.573 0.000000 0.000000 1.553782 1.0000 38 20624.537 -42951.203 1057.573 20676.885 -42694.426 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAD8 0x000DB385 STAT -1 5 -11 23097.260 -42269.516 1089.573 0.000000 0.000000 3.124578 1.0000 52 22967.102 -42399.676 1057.573 23227.418 -42141.535 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Cor01Full01.nif
0x0016CAD9 0x000A129F STAT -1 5 -11 22585.531 -42278.023 1089.573 0.000000 0.000000 4.695376 1.0000 4 22455.373 -42408.184 1057.573 22715.689 -42147.863 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CADA 0x000A129F STAT -1 5 -11 22329.574 -42282.371 1089.573 0.000000 0.000000 4.695376 1.0000 4 22199.416 -42412.531 1057.573 22459.732 -42152.211 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CADB 0x000A129F STAT -1 5 -11 22073.607 -42286.719 1089.573 0.000000 0.000000 4.695376 1.0000 4 21943.449 -42416.879 1057.573 22203.766 -42156.559 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CADC 0x000A129F STAT -1 5 -11 21817.648 -42291.082 1089.573 0.000000 0.000000 4.695376 1.0000 4 21687.490 -42421.242 1057.573 21947.807 -42160.922 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CADD 0x00034699 STAT -1 5 -11 23223.059 -42139.348 833.573 0.000000 0.000000 3.124578 1.0000 200 22966.279 -42395.313 1057.573 23275.375 -42093.531 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Cor01.nif
0x0016CADE 0x000DB385 STAT -1 5 -11 20793.787 -42308.500 1089.573 0.000000 0.000000 1.553782 1.0000 52 20665.805 -42438.660 1057.573 20923.947 -42178.340 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Cor01Full01.nif
0x0016CADF 0x00034699 STAT -1 5 -11 20663.625 -42182.703 833.573 0.000000 0.000000 1.553782 1.0000 200 20617.811 -42439.484 1057.573 20919.588 -42130.387 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Cor01.nif
0x0016CAE0 0x00034697 STAT -1 5 -11 22327.393 -42154.375 833.573 0.000000 0.000000 3.124578 1.0000 38 22198.594 -42156.555 1057.573 22455.375 -42104.203 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAE1 0x00034697 STAT -1 5 -11 22071.420 -42158.738 833.573 0.000000 0.000000 3.124578 1.0000 38 21942.621 -42160.918 1057.573 22199.402 -42108.566 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAE2 0x00034697 STAT -1 5 -11 21815.461 -42163.102 833.573 0.000000 0.000000 3.124578 1.0000 38 21686.662 -42165.281 1057.573 21943.443 -42112.930 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAE3 0x00034697 STAT -1 5 -11 22583.354 -42150.031 833.573 0.000000 0.000000 3.124578 1.0000 38 22454.555 -42152.211 1057.573 22711.336 -42099.859 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
