x,y,lum,meanSat,lumStd,msnRelief,texturedCells
-52,64,85.25,0.1970,11.67,56.03,0
-52,68,88.83,0.2089,10.03,45.69,0
-52,72,99.35,0.1263,14.01,71.16,0
-52,76,77.91,0.1467,19.21,44.18,0
-52,80,64.96,0.1672,2.95,3.30,0
-52,84,68.29,0.1837,3.24,3.51,0
-52,88,66.08,0.1810,2.97,3.10,0
-52,92,67.29,0.1950,2.83,4.31,0
-48,-96,66.04,0.1795,2.98,3.94,0
-48,-92,65.17,0.1777,3.08,3.00,0
-48,-88,68.84,0.1904,3.17,3.33,0
-48,-84,65.35,0.1776,2.52,3.42,0
-48,-80,71.49,0.1546,15.21,22.43,0
-48,-76,95.10,0.1462,12.24,50.55,0
-48,-72,74.85,0.2150,7.85,42.59,0
-48,-68,89.32,0.2121,8.68,49.74,0
-48,-64,80.98,0.2093,10.66,47.91,0
-48,-60,82.97,0.2196,10.12,45.93,0
-48,-56,80.24,0.2089,9.54,33.61,0
-48,-52,77.65,0.2093,9.98,39.09,0
-48,-48,81.73,0.2101,13.19,37.70,0
-48,-44,94.70,0.1641,11.19,66.53,0
-48,-40,76.28,0.2013,12.59,40.46,0
-48,-36,84.24,0.1841,15.84,38.57,0
-48,-32,90.59,0.1839,12.63,50.76,0
-48,-28,70.93,0.1836,10.71,42.06,0
-48,-24,66.78,0.1845,8.72,46.04,0
-48,-20,69.99,0.1897,8.30,35.95,0
-48,-16,72.95,0.1857,10.47,40.81,0
-48,-12,71.31,0.1784,11.17,49.80,0
-48,-8,87.01,0.1649,11.45,62.22,0
-48,-4,79.67,0.1900,11.55,48.94,0
-48,0,81.12,0.2021,9.77,37.85,0
-48,4,71.29,0.2137,7.60,21.48,0
-48,8,79.48,0.2073,9.09,33.23,0
-48,12,86.04,0.1879,13.69,44.44,0
-48,16,84.00,0.2057,9.95,38.84,0
-48,20,72.51,0.2122,8.16,35.27,0
-48,24,85.83,0.2022,10.52,33.11,0
-48,28,83.41,0.2020,10.75,48.46,0
-48,32,86.67,0.1872,11.18,40.69,0
-48,36,79.05,0.2025,9.68,27.61,0
-48,40,91.67,0.1626,11.88,47.62,0
-48,44,93.07,0.1558,12.30,56.14,0
-48,48,85.24,0.1818,10.79,45.28,0
-48,52,89.55,0.2097,10.29,52.85,0
-48,56,81.90,0.2055,11.45,30.73,0
-48,60,88.56,0.1845,13.19,42.83,0
-48,64,88.25,0.1911,12.34,45.84,0
-48,68,87.86,0.2056,10.76,48.22,0
-48,72,102.23,0.0950,11.52,80.37,0
-48,76,76.81,0.1577,17.45,44.55,0
-48,80,65.13,0.1915,3.26,3.36,0
-48,84,67.88,0.1919,3.60,3.54,0
-48,88,66.28,0.1887,2.53,3.29,0
-48,92,67.12,0.1772,3.46,4.59,0
-44,-96,64.50,0.1709,3.43,4.30,0
-44,-92,63.83,0.1690,2.98,3.14,0
-44,-88,68.75,0.1801,3.12,3.48,0
-44,-84,68.47,0.1715,3.40,3.09,0
-44,-80,74.41,0.1670,13.75,23.10,0
-44,-76,93.23,0.1582,12.89,58.56,0
-44,-72,84.78,0.2118,9.53,46.27,0
-44,-68,83.01,0.2039,9.89,52.50,0
-44,-64,81.90,0.2027,13.04,43.43,0
-44,-60,81.58,0.2055,8.25,57.30,0
-44,-56,81.17,0.2076,10.72,48.29,0
-44,-52,77.59,0.2130,11.27,41.42,0
-44,-48,83.45,0.1978,10.51,55.60,0
-44,-44,90.20,0.1707,11.20,44.61,0
-44,-40,75.72,0.1995,11.45,41.74,0
-44,-36,77.06,0.1998,7.65,32.48,0
-44,-32,70.92,0.1863,9.50,43.93,0
-44,-28,58.87,0.1821,8.25,45.29,0
-44,-24,63.82,0.1620,7.98,49.62,0
-44,-20,61.58,0.1776,7.27,37.35,0
-44,-16,56.91,0.1772,8.09,40.70,0
-44,-12,57.27,0.1774,8.81,32.62,0
-44,-8,66.63,0.1457,12.73,28.67,0
-44,-4,70.09,0.1497,9.90,39.33,0
-44,0,78.25,0.1789,9.68,51.14,0
-44,4,82.26,0.2032,9.60,37.57,0
-44,8,86.14,0.2119,9.71,25.88,0
-44,12,76.28,0.2070,8.33,24.20,0
-44,16,83.99,0.2045,9.95,30.11,0
-44,20,76.98,0.2073,8.33,30.77,0
-44,24,75.25,0.2086,8.05,34.70,0
-44,28,86.06,0.2056,10.52,34.66,0
-44,32,88.80,0.1995,10.38,39.20,0
-44,36,73.84,0.2073,6.66,41.20,0
-44,40,89.14,0.1920,10.84,51.42,0
-44,44,79.19,0.1928,13.26,49.00,0
-44,48,78.71,0.2032,10.24,44.46,0
-44,52,86.12,0.2054,8.43,36.79,0
-44,56,78.55,0.2022,9.18,17.52,0
-44,60,83.59,0.1912,11.34,37.20,0
-44,64,93.24,0.1603,11.82,51.04,0
-44,68,100.16,0.1710,9.95,63.59,0
-44,72,104.85,0.0977,10.01,59.18,0
-44,76,77.09,0.1520,17.26,44.50,0
-44,80,65.32,0.1867,3.31,2.97,0
-44,84,68.20,0.1767,3.62,3.19,0
-44,88,67.83,0.1735,3.34,3.17,0
-44,92,67.69,0.1919,2.83,4.29,0
-40,-96,67.38,0.1780,3.29,4.44,0
-40,-92,65.83,0.1832,3.58,3.44,0
-40,-88,66.54,0.1812,3.05,2.99,0
-40,-84,66.36,0.1749,3.06,3.17,0
-40,-80,72.87,0.1602,13.26,27.58,0
-40,-76,91.88,0.1480,12.84,54.21,0
-40,-72,84.50,0.2077,8.81,47.80,0
-40,-68,82.69,0.2091,9.82,47.97,0
-40,-64,79.21,0.2125,9.15,42.30,0
-40,-60,81.07,0.2050,8.63,32.79,0
-40,-56,82.72,0.2095,9.55,42.40,0
-40,-52,85.86,0.2063,11.26,45.27,0
-40,-48,88.57,0.2053,9.67,40.44,0
-40,-44,84.93,0.1955,12.59,36.53,0
-40,-40,83.06,0.1976,8.31,28.41,0
-40,-36,80.90,0.1710,10.20,38.65,0
-40,-32,72.42,0.1461,9.30,32.44,0
-40,-28,57.45,0.1447,8.20,45.99,0
-40,-24,66.47,0.1460,6.68,57.09,0
-40,-20,61.93,0.1695,6.26,39.62,0
-40,-16,61.67,0.1714,6.15,28.97,0
-40,-12,57.25,0.1755,6.98,27.42,0
-40,-8,53.14,0.1723,6.42,29.58,0
-40,-4,57.75,0.1729,8.32,39.35,0
-40,0,77.22,0.1662,10.78,57.58,0
-40,4,79.99,0.1892,9.98,50.60,0
-40,8,85.02,0.2107,9.64,45.68,0
-40,12,80.50,0.2043,10.28,41.66,0
-40,16,72.56,0.2140,6.76,34.85,0
-40,20,80.85,0.2080,8.69,20.59,0
-40,24,77.66,0.2105,7.14,20.30,0
-40,28,84.90,0.2053,7.95,22.56,0
-40,32,86.48,0.2097,8.26,32.77,0
-40,36,82.11,0.2055,9.25,46.55,0
-40,40,82.81,0.2135,12.39,37.07,0
-40,44,83.22,0.2078,9.54,42.80,0
-40,48,81.00,0.2049,10.23,52.62,0
-40,52,80.93,0.2104,8.86,44.28,0
-40,56,72.71,0.2117,9.03,18.70,0
-40,60,89.53,0.1944,9.72,32.27,0
-40,64,89.50,0.1910,9.16,43.11,0
-40,68,97.26,0.1550,10.97,58.44,0
-40,72,94.08,0.1332,16.50,78.74,0
-40,76,77.00,0.1525,17.09,44.57,0
-40,80,66.72,0.1860,3.58,3.34,0
-40,84,64.86,0.1764,2.96,3.34,0
-40,88,63.77,0.1737,2.67,3.40,0
-40,92,65.19,0.1933,3.20,4.38,0
-36,-96,67.69,0.1912,3.07,4.33,0
-36,-92,66.74,0.1789,3.58,2.90,0
-36,-88,68.38,0.1918,2.71,3.10,0
-36,-84,70.04,0.1692,3.24,2.67,0
-36,-80,73.71,0.1547,13.44,26.75,0
-36,-76,89.74,0.1654,12.28,51.53,0
-36,-72,84.79,0.2124,9.01,41.75,0
-36,-68,84.02,0.2225,9.29,47.16,0
-36,-64,82.79,0.2116,9.21,44.01,0
-36,-60,89.77,0.2060,9.38,46.52,0
-36,-56,81.50,0.2141,10.11,46.69,0
-36,-52,77.48,0.2166,9.12,39.28,0
-36,-48,77.28,0.2094,8.50,24.43,0
-36,-44,74.83,0.2157,8.20,30.98,0
-36,-40,75.89,0.1912,8.21,49.63,2
-36,-36,73.40,0.1545,11.84,62.01,9
-36,-32,66.33,0.1270,13.99,55.30,10
-36,-28,56.27,0.1189,10.01,43.91,14
-36,-24,62.14,0.1303,12.15,47.00,12
-36,-20,58.73,0.1510,8.17,49.38,6
-36,-16,53.61,0.1740,7.79,37.68,2
-36,-12,53.02,0.1800,8.55,42.15,0
-36,-8,62.83,0.1723,5.93,38.19,0
-36,-4,68.51,0.1705,10.03,44.59,0
-36,0,75.28,0.2023,11.11,41.99,0
-36,4,85.72,0.2057,8.87,38.32,0
-36,8,92.88,0.2031,8.16,40.60,0
-36,12,90.17,0.1910,9.63,59.83,0
-36,16,85.67,0.2008,9.67,46.28,0
-36,20,86.97,0.2078,9.12,36.76,0
-36,24,76.72,0.2071,7.33,23.70,0
-36,28,76.40,0.2083,8.54,29.36,0
-36,32,80.68,0.2128,7.89,30.75,0
-36,36,74.45,0.2105,7.78,23.81,0
-36,40,75.65,0.2215,8.28,33.69,0
-36,44,84.80,0.2205,8.23,36.32,0
-36,48,89.39,0.2059,9.50,43.59,0
-36,52,82.85,0.2084,9.28,30.17,0
-36,56,67.89,0.2178,5.62,18.92,0
-36,60,80.23,0.1992,9.97,33.55,0
-36,64,78.49,0.2005,10.78,40.77,0
-36,68,94.58,0.1699,8.61,51.06,0
-36,72,98.42,0.1341,11.81,75.81,0
-36,76,76.47,0.1469,17.06,43.81,0
-36,80,66.47,0.1792,3.43,3.16,0
-36,84,66.07,0.1783,3.09,2.96,0
-36,88,64.09,0.1757,2.82,2.64,0
-36,92,64.15,0.1875,2.97,4.20,0
-32,-96,68.76,0.1980,2.15,3.45,0
-32,-92,68.24,0.1777,3.72,2.96,0
-32,-88,65.33,0.1773,3.73,3.38,0
-32,-84,65.56,0.1683,3.63,3.11,0
-32,-80,73.04,0.1530,12.56,27.79,0
-32,-76,88.20,0.1763,11.18,57.92,0
-32,-72,89.60,0.1933,8.49,44.04,0
-32,-68,87.95,0.1906,10.06,44.67,0
-32,-64,91.17,0.1904,8.47,44.34,0
-32,-60,83.79,0.2063,8.30,36.68,0
-32,-56,86.44,0.2002,9.09,44.20,0
-32,-52,82.98,0.2119,8.25,46.18,0
-32,-48,78.36,0.2151,9.18,43.11,0
-32,-44,71.82,0.1968,7.67,28.15,0
-32,-40,72.85,0.1793,7.77,31.36,14
-32,-36,64.85,0.1510,11.54,36.64,16
-32,-32,49.37,0.1409,9.90,38.59,16
-32,-28,53.60,0.1411,9.24,45.10,16
-32,-24,47.66,0.1327,10.79,46.88,16
-32,-20,59.17,0.1585,7.98,41.39,16
-32,-16,55.79,0.1600,9.18,43.86,15
-32,-12,54.67,0.1773,6.16,38.45,9
-32,-8,57.83,0.1675,8.18,43.04,4
-32,-4,73.25,0.1724,11.37,44.80,2
-32,0,80.95,0.2155,8.37,37.16,0
-32,4,86.52,0.2107,7.82,31.25,0
-32,8,80.99,0.2068,10.18,39.76,0
-32,12,88.08,0.1948,11.73,45.55,0
-32,16,86.78,0.2037,10.11,47.84,1
-32,20,84.57,0.2179,8.78,32.98,2
-32,24,77.69,0.2135,8.08,29.80,2
-32,28,86.72,0.2091,9.78,35.89,0
-32,32,91.05,0.2060,7.44,45.78,0
-32,36,77.47,0.2244,8.09,34.33,0
-32,40,76.57,0.2223,6.77,23.10,0
-32,44,79.55,0.2215,9.36,23.43,0
-32,48,79.91,0.2193,8.67,34.63,0
-32,52,80.40,0.2088,7.78,17.98,0
-32,56,77.20,0.2050,6.90,20.21,0
-32,60,80.01,0.2061,8.42,29.83,0
-32,64,82.77,0.2093,9.01,33.56,0
-32,68,92.51,0.2043,7.75,42.55,0
-32,72,95.30,0.1350,13.63,64.58,0
-32,76,76.05,0.1439,18.30,42.65,0
-32,80,65.67,0.1772,2.73,3.46,0
-32,84,69.22,0.1780,3.15,2.92,0
-32,88,65.31,0.1776,3.04,2.98,0
-32,92,66.21,0.1847,2.85,3.43,0
-28,-96,67.32,0.1878,3.19,3.84,0
-28,-92,67.12,0.1789,3.28,3.23,0
-28,-88,66.50,0.1832,3.64,3.30,0
-28,-84,63.67,0.1879,3.49,3.16,0
-28,-80,66.48,0.1653,5.67,19.90,0
-28,-76,87.44,0.1895,5.46,32.97,0
-28,-72,88.34,0.1945,7.29,19.24,0
-28,-68,80.35,0.1957,5.34,15.77,0
-28,-64,82.33,0.1940,6.10,26.65,0
-28,-60,85.19,0.2008,6.03,21.66,0
-28,-56,91.40,0.1860,7.61,43.80,0
-28,-52,83.77,0.2138,8.66,54.83,0
-28,-48,77.69,0.2078,7.90,47.46,0
-28,-44,74.61,0.1861,7.64,41.66,3
-28,-40,66.22,0.1783,9.30,28.19,16
-28,-36,53.00,0.1699,9.03,33.91,16
-28,-32,46.74,0.1471,8.61,42.83,16
-28,-28,51.50,0.1414,8.34,41.07,16
-28,-24,54.96,0.1106,9.76,41.59,16
-28,-20,58.70,0.1445,9.04,36.72,16
-28,-16,49.53,0.1685,7.14,34.40,16
-28,-12,54.43,0.1597,8.27,37.18,16
-28,-8,56.11,0.1738,7.43,39.79,16
-28,-4,71.63,0.1969,11.83,45.77,16
-28,0,87.18,0.2019,7.46,44.58,16
-28,4,79.69,0.2187,7.71,39.28,15
-28,8,83.80,0.2086,9.47,47.11,15
-28,12,85.29,0.2093,9.20,47.98,16
-28,16,84.86,0.2057,8.98,44.36,16
-28,20,79.74,0.2168,7.09,32.04,16
-28,24,78.89,0.2268,6.83,32.80,14
-28,28,82.90,0.2090,8.25,40.39,0
-28,32,93.81,0.1921,8.75,58.96,0
-28,36,79.07,0.2184,7.46,35.67,0
-28,40,81.68,0.2239,9.07,30.73,0
-28,44,78.53,0.2242,8.55,35.31,0
-28,48,76.77,0.2191,6.94,16.20,0
-28,52,73.83,0.2278,7.84,13.12,0
-28,56,81.60,0.2048,6.69,14.92,0
-28,60,81.85,0.2051,8.18,17.41,0
-28,64,84.69,0.1909,12.44,40.54,0
-28,68,87.80,0.2008,8.13,37.05,0
-28,72,89.12,0.1616,12.81,57.02,0
-28,76,77.01,0.1539,16.50,40.22,0
-28,80,65.00,0.1695,3.30,3.51,0
-28,84,68.15,0.1811,3.43,3.09,0
-28,88,68.46,0.1717,3.88,2.92,0
-28,92,66.78,0.1816,3.49,4.09,0
-24,-96,63.44,0.1726,2.51,3.68,0
-24,-92,64.34,0.1693,2.45,3.03,0
-24,-88,64.28,0.1702,1.93,3.06,0
-24,-84,64.54,0.1733,2.46,3.37,0
-24,-80,65.47,0.1695,3.43,10.16,0
-24,-76,74.42,0.1730,11.38,25.15,0
-24,-72,77.46,0.1632,10.59,22.83,0
-24,-68,79.68,0.1834,4.53,5.25,0
-24,-64,81.94,0.1913,4.67,6.97,0
-24,-60,82.10,0.1839,5.53,13.38,0
-24,-56,83.99,0.1998,5.38,29.39,0
-24,-52,86.60,0.1847,9.33,46.02,0
-24,-48,90.40,0.1952,8.01,43.45,0
-24,-44,79.37,0.1705,9.19,52.29,4
-24,-40,73.25,0.1650,12.92,38.19,16
-24,-36,42.81,0.1892,7.39,35.45,16
-24,-32,47.29,0.1552,8.60,39.70,16
-24,-28,49.24,0.1486,7.94,40.32,16
-24,-24,47.19,0.1288,6.01,30.98,16
-24,-20,53.08,0.1446,7.23,30.31,16
-24,-16,51.32,0.1383,8.43,28.29,16
-24,-12,57.11,0.1409,10.52,36.00,16
-24,-8,62.38,0.1463,8.60,34.03,16
-24,-4,69.82,0.1697,10.61,27.99,16
-24,0,82.81,0.1985,8.64,33.86,16
-24,4,86.95,0.2111,8.29,30.85,16
-24,8,85.13,0.2133,8.91,39.86,16
-24,12,82.13,0.2057,9.04,32.40,16
-24,16,81.26,0.2157,9.10,33.95,16
-24,20,89.42,0.2100,7.47,36.89,16
-24,24,87.89,0.2112,7.49,36.65,16
-24,28,88.38,0.2069,7.81,40.14,4
-24,32,85.65,0.2171,8.17,40.64,0
-24,36,81.62,0.2205,7.16,26.81,0
-24,40,86.19,0.2224,6.66,23.72,0
-24,44,88.05,0.2199,7.63,38.16,0
-24,48,84.33,0.2130,9.07,33.25,0
-24,52,75.57,0.2156,10.25,37.04,0
-24,56,78.78,0.2100,6.76,32.57,0
-24,60,85.52,0.2112,9.36,33.73,0
-24,64,79.09,0.2109,10.80,28.75,0
-24,68,79.76,0.2166,9.27,35.04,0
-24,72,87.18,0.1712,13.73,64.34,0
-24,76,80.02,0.1464,15.43,41.59,0
-24,80,66.65,0.1905,3.51,3.08,0
-24,84,64.44,0.1666,2.26,3.11,0
-24,88,62.27,0.1855,2.20,2.98,0
-24,92,63.84,0.1777,2.34,4.11,0
-20,-96,66.50,0.1848,2.75,4.24,0
-20,-92,68.00,0.1808,3.38,3.49,0
-20,-88,67.14,0.1752,3.23,2.79,0
-20,-84,70.89,0.1768,3.45,3.20,0
-20,-80,66.57,0.1856,2.97,3.74,0
-20,-76,65.17,0.1758,4.12,16.02,0
-20,-72,68.65,0.1771,7.77,17.47,0
-20,-68,70.33,0.1468,5.00,17.93,0
-20,-64,72.67,0.1568,4.90,20.85,0
-20,-60,80.51,0.1815,8.06,14.58,0
-20,-56,76.24,0.1863,4.35,9.58,0
-20,-52,83.69,0.1968,5.93,28.15,0
-20,-48,86.52,0.2017,6.78,42.87,0
-20,-44,74.87,0.1987,8.36,47.70,0
-20,-40,72.05,0.1707,8.62,46.68,14
-20,-36,48.55,0.1818,9.49,29.29,16
-20,-32,50.03,0.1487,7.37,27.36,16
-20,-28,56.32,0.1466,7.21,28.55,16
-20,-24,54.33,0.1232,7.71,31.10,16
-20,-20,58.58,0.1252,7.08,25.37,16
-20,-16,47.86,0.1713,8.21,41.71,16
-20,-12,45.50,0.1715,7.01,32.39,16
-20,-8,63.97,0.1360,9.39,35.59,16
-20,-4,76.30,0.1468,8.55,33.16,16
-20,0,84.26,0.1642,7.90,46.24,16
-20,4,87.17,0.1822,7.95,29.89,16
-20,8,85.07,0.2083,7.21,38.67,16
-20,12,83.69,0.2047,8.90,30.48,16
-20,16,78.55,0.2172,7.73,26.32,16
-20,20,84.11,0.2107,9.21,29.16,16
-20,24,80.65,0.2191,7.03,35.79,16
-20,28,80.35,0.2132,8.61,42.98,4
-20,32,82.10,0.2223,7.51,33.59,0
-20,36,81.31,0.2261,7.79,18.79,0
-20,40,80.33,0.2218,7.61,45.02,0
-20,44,86.21,0.2008,8.25,56.80,0
-20,48,84.36,0.2077,10.43,48.70,0
-20,52,74.45,0.2157,6.77,34.70,0
-20,56,82.73,0.2115,8.66,35.17,0
-20,60,80.36,0.2100,8.48,50.15,0
-20,64,88.83,0.2010,9.28,41.67,0
-20,68,76.83,0.2132,8.41,35.91,0
-20,72,97.70,0.1363,11.55,66.62,0
-20,76,74.90,0.1526,16.65,41.98,0
-20,80,69.52,0.1929,2.83,3.54,0
-20,84,65.64,0.1794,2.93,3.11,0
-20,88,65.81,0.1883,3.35,3.07,0
-20,92,63.84,0.1783,2.90,4.71,0
-16,-96,65.81,0.1744,3.25,3.26,0
-16,-92,65.55,0.1796,2.49,3.40,0
-16,-88,69.21,0.1799,2.92,3.40,0
-16,-84,66.47,0.1771,3.63,3.75,0
-16,-80,66.43,0.1772,3.34,7.73,0
-16,-76,67.93,0.1841,4.29,14.82,0
-16,-72,62.00,0.2226,3.75,12.37,0
-16,-68,64.36,0.1986,4.52,13.10,0
-16,-64,61.72,0.2128,5.27,4.12,0
-16,-60,73.80,0.1841,7.09,9.82,0
-16,-56,78.52,0.1848,4.73,18.17,0
-16,-52,89.30,0.1947,6.64,29.76,0
-16,-48,88.20,0.2047,7.14,34.49,0
-16,-44,83.58,0.2139,7.42,45.66,0
-16,-40,77.01,0.1969,8.42,36.94,8
-16,-36,60.73,0.1632,10.79,31.90,16
-16,-32,58.20,0.1604,7.57,25.57,16
-16,-28,55.26,0.1657,6.05,31.15,16
-16,-24,62.27,0.1342,9.94,36.08,16
-16,-20,62.70,0.1432,7.88,21.84,16
-16,-16,68.68,0.1600,12.18,26.52,16
-16,-12,56.54,0.1514,8.92,39.11,16
-16,-8,64.14,0.1302,11.65,39.23,16
-16,-4,66.56,0.1572,10.43,43.27,16
-16,0,78.84,0.1571,12.54,36.14,16
-16,4,87.16,0.1735,7.67,33.60,16
-16,8,87.73,0.1981,6.83,25.37,16
-16,12,85.40,0.1914,9.66,20.26,16
-16,16,82.40,0.2019,8.45,22.84,16
-16,20,76.25,0.2240,7.67,41.21,16
-16,24,81.31,0.2107,8.73,39.43,16
-16,28,81.95,0.2161,7.42,33.52,4
-16,32,81.53,0.2039,8.77,36.41,0
-16,36,75.61,0.2323,7.68,13.28,0
-16,40,78.27,0.2164,9.56,36.73,0
-16,44,80.68,0.2096,9.81,48.70,0
-16,48,79.92,0.2165,10.23,45.22,0
-16,52,84.01,0.2105,9.61,45.86,0
-16,56,79.03,0.2095,9.23,39.70,0
-16,60,81.53,0.2040,8.62,40.24,0
-16,64,83.40,0.2119,9.41,45.25,0
-16,68,81.45,0.1988,10.18,52.91,0
-16,72,95.34,0.1510,12.03,59.10,0
-16,76,77.61,0.1419,15.91,42.80,0
-16,80,69.90,0.1677,3.48,3.58,0
-16,84,67.38,0.1826,3.01,3.06,0
-16,88,65.74,0.1752,3.21,3.67,0
-16,92,66.76,0.1824,3.38,4.44,0
-12,-96,67.15,0.1755,3.83,3.92,0
-12,-92,66.68,0.1785,3.45,3.14,0
-12,-88,64.02,0.1790,2.84,3.25,0
-12,-84,66.49,0.1697,3.35,3.41,0
-12,-80,68.91,0.1703,3.64,9.36,0
-12,-76,68.64,0.1891,3.27,15.07,0
-12,-72,63.36,0.1967,4.19,14.63,0
-12,-68,62.25,0.2034,3.39,13.38,0
-12,-64,59.40,0.2031,6.17,9.63,0
-12,-60,64.95,0.2025,5.22,13.04,0
-12,-56,77.36,0.2042,8.38,26.76,0
-12,-52,87.53,0.2064,6.32,18.15,0
-12,-48,85.59,0.2106,6.23,30.22,0
-12,-44,84.28,0.2124,6.85,38.95,0
-12,-40,78.59,0.2194,8.06,43.64,1
-12,-36,77.66,0.1489,10.24,41.76,13
-12,-32,68.72,0.1553,8.30,24.70,16
-12,-28,64.09,0.1612,7.29,31.77,16
-12,-24,68.26,0.1592,7.78,31.04,16
-12,-20,74.56,0.1402,10.86,40.43,16
-12,-16,76.42,0.1626,11.39,39.19,16
-12,-12,83.11,0.1682,10.23,26.34,16
-12,-8,74.29,0.1643,9.30,37.44,16
-12,-4,69.61,0.1611,9.23,32.89,16
-12,0,78.88,0.1397,11.98,43.02,16
-12,4,86.06,0.1876,6.76,26.44,16
-12,8,88.21,0.1712,7.02,23.36,16
-12,12,89.33,0.1731,7.66,25.62,16
-12,16,82.97,0.1832,10.82,36.83,16
-12,20,81.30,0.1912,10.88,37.32,16
-12,24,78.05,0.2279,6.81,26.53,16
-12,28,76.37,0.2319,7.48,32.10,7
-12,32,70.74,0.2290,7.34,30.79,0
-12,36,68.68,0.2458,5.02,17.04,0
-12,40,68.68,0.2425,9.94,39.53,0
-12,44,79.71,0.1932,11.36,52.27,0
-12,48,75.68,0.2263,8.59,40.13,0
-12,52,80.90,0.2203,8.09,39.05,0
-12,56,81.78,0.2058,10.38,49.69,0
-12,60,86.54,0.2090,10.02,47.01,0
-12,64,84.95,0.2078,10.23,46.69,0
-12,68,79.56,0.2093,9.09,49.70,0
-12,72,93.97,0.1518,11.93,54.24,0
-12,76,78.65,0.1412,16.00,42.91,0
-12,80,66.61,0.1675,3.81,3.20,0
-12,84,69.41,0.1643,3.21,3.75,0
-12,88,66.98,0.1920,2.97,3.84,0
-12,92,67.90,0.1640,2.95,4.58,0
-8,-96,64.76,0.1756,2.61,3.72,0
-8,-92,69.29,0.1885,2.79,2.77,0
-8,-88,66.75,0.1865,3.66,3.01,0
-8,-84,67.39,0.1707,3.57,3.12,0
-8,-80,65.05,0.1648,3.28,8.73,0
-8,-76,67.36,0.1784,6.75,26.31,0
-8,-72,61.14,0.1980,3.95,13.36,0
-8,-68,67.92,0.1818,6.84,12.85,0
-8,-64,68.97,0.1853,4.92,16.17,0
-8,-60,62.56,0.2242,4.59,29.84,0
-8,-56,63.32,0.2336,5.50,48.17,0
-8,-52,67.83,0.2097,6.85,18.21,0
-8,-48,70.45,0.2102,6.54,14.63,0
-8,-44,72.39,0.2227,6.49,27.16,0
-8,-40,78.70,0.2060,7.96,39.54,0
-8,-36,72.39,0.1813,9.04,34.20,2
-8,-32,60.99,0.1899,9.22,46.12,14
-8,-28,57.47,0.2179,8.68,27.86,16
-8,-24,58.42,0.2003,11.90,23.35,16
-8,-20,76.74,0.1779,14.04,33.59,16
-8,-16,90.53,0.1587,8.87,25.50,16
-8,-12,90.88,0.1493,7.32,26.09,16
-8,-8,78.60,0.1478,10.94,30.62,16
-8,-4,69.94,0.1386,12.74,37.37,16
-8,0,90.68,0.1220,7.69,24.58,16
-8,4,93.03,0.1450,6.36,23.60,16
-8,8,85.50,0.1724,6.96,25.33,16
-8,12,82.01,0.1586,8.37,28.78,16
-8,16,79.90,0.1848,7.98,27.31,16
-8,20,81.90,0.2136,8.03,37.85,16
-8,24,77.53,0.2187,7.16,35.59,16
-8,28,73.69,0.2315,7.68,34.96,8
-8,32,71.85,0.2348,5.37,22.18,0
-8,36,68.20,0.2314,7.43,39.19,0
-8,40,62.68,0.2437,7.73,25.68,0
-8,44,61.50,0.2512,5.74,23.80,0
-8,48,68.28,0.2418,7.71,20.67,0
-8,52,79.85,0.2378,7.06,26.59,0
-8,56,79.95,0.2284,8.99,31.22,0
-8,60,83.02,0.2139,10.62,33.27,0
-8,64,84.56,0.2031,9.02,40.12,0
-8,68,76.16,0.2090,6.85,39.29,0
-8,72,97.07,0.1478,10.21,54.50,0
-8,76,79.10,0.1435,15.32,40.60,0
-8,80,65.81,0.1766,3.09,3.35,0
-8,84,69.32,0.1785,2.44,3.59,0
-8,88,65.57,0.1825,2.58,3.02,0
-8,92,64.70,0.1772,2.96,4.73,0
-4,-96,66.06,0.1829,2.52,3.88,0
-4,-92,68.02,0.1849,2.95,3.29,0
-4,-88,63.91,0.1670,2.17,3.61,0
-4,-84,64.54,0.1916,3.32,3.34,0
-4,-80,65.18,0.1774,4.31,19.13,0
-4,-76,83.58,0.1869,5.94,38.37,0
-4,-72,81.76,0.1840,9.16,32.58,0
-4,-68,72.97,0.1774,6.88,22.91,0
-4,-64,68.96,0.2060,6.45,26.34,0
-4,-60,61.20,0.2159,7.22,27.30,0
-4,-56,58.28,0.2180,5.93,30.23,0
-4,-52,58.13,0.2143,3.57,11.04,0
-4,-48,63.40,0.2145,7.41,19.34,0
-4,-44,66.18,0.2188,5.43,29.03,0
-4,-40,70.32,0.2014,9.15,48.37,0
-4,-36,67.68,0.1768,10.14,59.08,0
-4,-32,57.21,0.1942,8.21,40.37,12
-4,-28,60.05,0.2066,11.28,20.81,16
-4,-24,53.14,0.2187,9.52,22.11,16
-4,-20,73.80,0.1649,13.50,18.00,16
-4,-16,86.24,0.1563,7.73,21.63,16
-4,-12,85.68,0.1454,6.91,22.17,16
-4,-8,89.45,0.1349,5.49,20.09,16
-4,-4,75.58,0.1419,14.60,35.48,16
-4,0,89.19,0.1252,5.90,23.61,16
-4,4,84.03,0.1369,9.50,19.48,16
-4,8,68.94,0.1819,9.68,30.42,16
-4,12,72.69,0.1653,9.52,25.66,16
-4,16,70.26,0.2007,7.93,36.07,16
-4,20,68.16,0.2288,6.21,37.30,16
-4,24,71.24,0.2314,6.78,46.86,16
-4,28,65.97,0.2437,7.50,24.02,4
-4,32,64.67,0.2197,7.04,38.02,0
-4,36,62.85,0.2222,8.08,49.09,0
